app_name,app_id,category,review_id,username,rating,title,text,thumbs_up_count,review_created_version,at,reply_content,reply_at
Gmail,com.google.android.gm,Communication,c8dee30c-7cf3-468a-bd30-0fca63363e9a,Jude DaShiell,1,,"gfail got worse, for talkback users conversation layout stinks. Tried composing a message after to field filled in moved with bluetooth keyboard and gfail crashed and dumped me onto the home screen.",21,2026.06.29.943994856.Release,2026-07-26T16:17:26,"Hi Jude. We suggest that you take a look at this article to troubleshoot your app crashing: https://goo.gle/41ffYMm. If the problem persists, we recommend that you post a topic in the Gmail Forum to get help from our experts: https://goo.gle/3586PHb. We hope that helps.",2026-07-27T01:50:15
Gmail,com.google.android.gm,Communication,22b80b1f-beac-42a3-8a31-f267f9db7382,ASHOK NARWAL,5,,smooth app,0,2026.06.29.943994856.Release,2026-07-26T16:02:26,,
Gmail,com.google.android.gm,Communication,8dade2be-f5d5-4c88-b0ee-189b94d6bf0e,DR MF DIGITAL SOLUTIONS,5,,Excellent,0,2026.06.29.943994856.Release,2026-07-26T15:51:41,,
Gmail,com.google.android.gm,Communication,72d9315e-11c8-420b-86a4-5bbf331c8297,Dasari Ramulu,2,,good 👍,0,2025.12.01.843385623.Release,2026-07-26T15:48:59,,
Gmail,com.google.android.gm,Communication,37b34a34-517e-495b-bad5-2a09f411e29e,Vina Davi,5,,good,0,2026.06.29.943994856.Release,2026-07-26T15:43:36,,
Gmail,com.google.android.gm,Communication,a264a84b-6cfe-479d-9202-014d027140cd,Jao Dayawon,4,,excellent app very user friendly,0,2025.09.22.811856720.Release,2026-07-26T15:14:22,,
Gmail,com.google.android.gm,Communication,667e91fc-94c5-457f-9429-2099607b858d,SH Nur,4,,Good App.,0,2026.06.29.943994856.Release,2026-07-26T15:10:04,,
Gmail,com.google.android.gm,Communication,4b5dccc1-b1e6-445e-9a96-3fff4b43525e,Goodgod Effiong,5,,good,0,2026.05.11.918731697.Release,2026-07-26T15:01:49,,
Gmail,com.google.android.gm,Communication,64575eda-c34d-4b57-a1c1-2704bf61220b,Touristmouse,1,,broken attach function - trying to attach a photo using the paperclip then by file manager but the app kept inserting in inline,0,2026.06.29.943994856.Release,2026-07-26T14:56:58,"Hi there, thank you for letting us know about your issue. Could you please try the steps listed in this article here: https://goo.gle/4eJv8yW to fix the sync issue? Hope this helps.",2026-07-26T16:14:13
Gmail,com.google.android.gm,Communication,6867323c-fa22-49a3-82d4-5f76efd2df27,dan Bdan,2,,labels needs search feature.... also label selected doesn't appear in main inbox view... why can't add new label name in mobile app?? ☹️,21,2026.06.29.943994856.Release,2026-07-26T14:43:53,Hi there. One of our trusted experts may be able to help you better on our forums. We suggest posting a topic in the Gmail Forum to receive help from our community of experts: goo.gle/3586PHb. Hope it gets resolved!,2024-08-23T14:28:12
Gmail,com.google.android.gm,Communication,1e304dea-2478-4072-81e6-f2311d045ae0,Small Mini,5,,I love this app I,0,2026.06.15.936324202.Release,2026-07-26T14:35:30,,
Gmail,com.google.android.gm,Communication,2303198f-20fa-4e18-8c8d-bb2a4a89c9b8,samoon hamidi,1,,"I had one of my Gmail accounts hacked. When I contacted Google Support, they asked me to provide my recovery email address or phone number. However, if someone hacks your account, they usually change all of your recovery information, making it impossible to use those recovery methods. I tried many times to recover my account, but Google's virtual assistant kept giving me the same response: if I couldn't recover my account, I should simply create a new one. That response was very disappointing.",0,2026.06.29.943994856.Release,2026-07-26T14:26:12,"Hi Samoon. Have a look at this article to secure your account: goo.gle/2zX62Nn. We also strongly recommend following the steps in this article regularly: goo.gle/2AJD2ct. Also, are you able to access your account? If not, try recovering your account via 'Account recovery': goo.gle/36W9mTU. You can also check this article: goo.gle/36VRvfM. Thanks.",2026-07-26T14:52:34
Gmail,com.google.android.gm,Communication,a8b37d19-ed96-41e2-86db-79de655fe6f7,Gideon De Light,5,,Excellent app,0,2026.06.29.943994856.Release,2026-07-26T14:19:39,,
Gmail,com.google.android.gm,Communication,16f086f8-ad99-4a34-a752-0a71d6011407,Guddu Mansuri,5,,good,0,2026.06.29.943994856.Release,2026-07-26T14:14:01,,
Gmail,com.google.android.gm,Communication,25dc307c-eef1-43d3-838a-fc209bcbb9e3,Iain Thomas,1,,"Very annoying that some accounts have swipe to archive, others only have swipe to DELETE. Good for tricking users into accidentally deleting stuff.",0,2026.07.13.947006608-release-wear,2026-07-26T14:07:44,"Hi Iain. Please have a look at this article to customize swipe actions (see ""Swipe actions"" section under General settings): goo.gle/319Pa1y. If the problem persists, please post a topic in the Gmail Forum to get help from our experts: goo.gle/3586PHb. Hope this helps.",2026-07-26T14:49:58
Gmail,com.google.android.gm,Communication,4ebd80aa-59e5-4b90-a73c-e02bc1a925e9,Noah Lynn,5,,this is the best email app I think,0,2026.06.29.944223865.Release,2026-07-26T13:57:20,,
Gmail,com.google.android.gm,Communication,bef6f65a-73e4-4efd-a2a7-4d1ad59d3694,Escots in Islamabad,5,,complete Google account and Gmail recover help,0,2026.06.29.943994856.Release,2026-07-26T13:39:31,,
Gmail,com.google.android.gm,Communication,d514d590-9e1d-4deb-8dd9-222198682387,Arjun Kumar,5,,nice,0,2019.11.21.283644823.release,2026-07-26T13:37:33,,
Gmail,com.google.android.gm,Communication,2fbeb415-7ea1-4204-b9c8-e278e11d2f85,Tawanda Clark,1,,"This is starting to get very frustrating with the Gmail app, which says I'm out of storage, to the point I can't receive or send emails, when it's not even properly keeping a correct count of the overall mail. It says I have over 800 emails in my ""important"" file when it's not even 100 emails in there. Either this is being done deliberately to get me to pay for extra storage or trying to make me delete things I shouldn't have to in my phone. This needs fixing ASAP",0,2026.06.29.943994856.Release,2026-07-26T13:35:39,"Hi Tawanda. Your storage space is shared between Gmail, Google Drive and Photos. Have a look at this article to learn how to clear Google Drive space & increase storage: https://goo.gle/472wBhU. You may use this link to check your account storage: https://goo.gle/4nwfJEG. Hope this helps.",2026-07-26T14:48:25
Gmail,com.google.android.gm,Communication,63c6fda4-698a-4c99-8da8-2be6faff8095,Human Human,4,,idk could be better,0,2026.06.29.943994856.Release,2026-07-26T13:23:29,,
Gmail,com.google.android.gm,Communication,89acef61-e86f-490b-9ba6-319ce8c1f08e,Md Shahajalam,5,,Very Nice,0,2026.07.06.947277514.Release,2026-07-26T13:14:01,,
Gmail,com.google.android.gm,Communication,8327e49f-44d3-4825-9caf-643cb664a4fc,Samantha kay Brown,2,,"you signed me out of my moms old email what reason ""suspicious activity"" have my phone do a scan instead of signing me out also it was at midnight I need asmr to sleep so it won't let me watch YouTube so I can't sleep this has probably also happened to other people like why not give us a email or a notification to check the activity to see if it's us or not? NAH LET ME JUST SIGN YOU OUT AND MAKE YOU CRY AT MIDNIGHT",0,2026.06.29.943994856.Release,2026-07-26T12:43:06,,
Gmail,com.google.android.gm,Communication,cc2d21ec-332f-4d65-aebd-113602c63e0c,Rana Fathemonavar,5,,👌👌,0,2023.10.15.575329347.Release,2026-07-26T12:42:33,,
Gmail,com.google.android.gm,Communication,bbc402e6-57f1-494e-9dac-b0f5bd3f8e0a,John Downey,3,,slow to respond,0,2026.04.06.899171334.Release,2026-07-26T12:34:12,Hi John. Thank you for letting us know about your issue. Could you please try the steps listed in this article here: https://goo.gle/4eJv8yW to fix the sync issue? Hope this helps.,2026-07-26T13:51:36
Gmail,com.google.android.gm,Communication,8cc7e54d-4a21-4243-95b8-1a3ee302042c,Tumpal Siadari,1,,Not secure,0,2026.06.29.943994856.Release,2026-07-26T12:12:50,,
Gmail,com.google.android.gm,Communication,c7bd5a8a-7a69-410e-ace4-3a37e650162a,G GANESH,1,,very very Wrost very very Bad Reason 😭,0,2026.06.29.943994856.Release,2026-07-26T11:52:01,,
Gmail,com.google.android.gm,Communication,b3fc00de-31d9-4f0f-8c37-cee276755f77,Aron Ochar,5,,so nice and easy,0,2026.06.29.943994856.Release,2026-07-26T11:45:22,,
Gmail,com.google.android.gm,Communication,1e50a3a9-fc1f-47ff-9e2d-7f4c705005fb,Leo Jay,3,,nice,0,2026.07.13.948676299.Release,2026-07-26T11:33:27,,
Gmail,com.google.android.gm,Communication,694a178c-89cb-4cc9-8cf3-8c7289d4f641,Gaurav Shinde,5,,silent beautiful,0,2025.09.15.809166639.Release,2026-07-26T11:32:05,,
Gmail,com.google.android.gm,Communication,322d6eec-67cc-4e13-ab7c-220df8e2b8cf,Ridwan Alabi Olatilewa,5,,perfect,0,2026.04.13.905278524.Release,2026-07-26T11:19:36,,
Gmail,com.google.android.gm,Communication,49e08c23-234d-4cfd-893a-e9fec37f48d8,Probhat Barman,5,,very good to connect with government officials so easily through mail 📬 without visiting their offices.,0,2026.06.15.936324202.Release,2026-07-26T11:15:02,,
Gmail,com.google.android.gm,Communication,900b2a25-b8f1-4071-a7aa-b92bc10ec11f,Ko Myo,5,,komyo,0,2026.06.29.943994856.Release,2026-07-26T11:12:53,,
Gmail,com.google.android.gm,Communication,86db2cec-fb03-4c0b-bfb5-49558afb6fc9,chaz harrington,5,,best,0,2026.06.29.943994856.Release,2026-07-26T10:53:42,,
Gmail,com.google.android.gm,Communication,3162c19c-e668-4f31-afe7-e874dcdcf2be,MD: GOLAM AZAM,5,,Good,0,2026.06.29.943994856.Release,2026-07-26T10:37:57,,
Gmail,com.google.android.gm,Communication,a2587a6c-7b06-4b77-974b-b549547db8a0,Abubakar Bulama,5,,I love it,0,2026.06.15.936324202.Release,2026-07-26T10:32:41,,
Gmail,com.google.android.gm,Communication,dba127d8-ced1-4c80-a675-0932bbce8c76,Only Champ,5,,main account 😀,0,2026.06.29.943994856.Release,2026-07-26T10:17:09,,
Gmail,com.google.android.gm,Communication,250bfc20-fc08-4c20-99d0-35cd307e09e3,Biggest Winner,5,,Best,0,2026.06.29.943994856.Release,2026-07-26T09:59:46,,
Gmail,com.google.android.gm,Communication,acdf62ca-9ed3-4d42-b6b5-b2a96664335a,Arun Thakur,4,,Mai arun kumar thakur konwai +panki plamu ka hu mera awash ab tak nhi milla hi,0,7.9.10.169126262.release,2026-07-26T09:52:13,,
Gmail,com.google.android.gm,Communication,bbe0df89-3c5e-4ee9-92f2-af22a992d8cd,Betuel Sechabe,5,,fantastic,0,2026.06.29.943994856.Release,2026-07-26T09:35:34,,
Gmail,com.google.android.gm,Communication,f467b624-b75d-4f8f-af51-6762b047acbc,Pelo Radebe,5,,Greatest,0,6.0.115979076.release,2026-07-26T08:57:52,,
Gmail,com.google.android.gm,Communication,d2ff1b3f-fd05-4eb2-aa35-c7655723dacb,Fathul Rih,5,,"Gmail is Google's widely used email platform, offering fast performance, intelligent spam protection, and seamless integration with the broader Google Workspace ecosystem. Features such as AI-assisted email drafting, Priority Inbox, Confidential Mode, scheduled email delivery, and direct Google Meet integration help improve productivity and communication. Its highly effective spam filtering and generous cloud storage allocation make it one of the most dependable email services available.",0,2026.06.29.943994856.Release,2026-07-26T08:37:59,,
Gmail,com.google.android.gm,Communication,f4af2f5a-5ce5-4c76-86ed-e991cb2a2251,sreeja renjith,4,,👍,0,2026.06.29.943994856.Release,2026-07-26T08:31:46,,
Gmail,com.google.android.gm,Communication,4768edda-2632-43d6-9e8f-8343cb2317cd,Sandra Dana,5,,gmail is very okay and so cool to hide chat in,0,2026.06.29.943994856.Release,2026-07-26T08:19:46,,
Gmail,com.google.android.gm,Communication,e9be3c75-eee3-47c7-8231-c56a8a262d98,Anthony,3,,It's good and bad Using Gmail to communicate with uhaul Horsham pa was bad they hacked my phone and harassed me for 2 months who do you call for help?,0,2026.06.29.943994856.Release,2026-07-26T08:02:49,,
Gmail,com.google.android.gm,Communication,8bd0fa04-db8b-41e2-aaa6-6bd5080f62aa,Satyaveersingh Naruka,5,,Google email ID is best,0,2026.07.06.949743624.Release,2026-07-26T07:56:38,,
Gmail,com.google.android.gm,Communication,a38def9a-425c-478f-962e-b2700964bbd4,Harish Kumar,5,,good,0,2026.06.15.936324202.Release,2026-07-26T07:30:23,,
Gmail,com.google.android.gm,Communication,a062b252-a750-4cf6-a91d-3e9c684fe4e8,Phil Dobbs,4,,does what I need with ease,0,2026.07.06.950914807.Release,2026-07-26T07:28:57,,
Gmail,com.google.android.gm,Communication,029b7ced-9916-4bd7-876b-bdbf46d0ff85,James Lee Lewis II,3,,"The app would not let me use previous preferred Gmail account. Instead, I was forced to create an entire brand new email account.",0,2023.09.17.567125956.Release,2026-07-26T07:26:43,,
